zenodo_id,doi,title,publication_date,authors,description,keywords,version,resource_type,license,url,files
19766664,10.5281/zenodo.19766664,The Other Side of Gravity from the 600-Cell Laplacian,2026-04-25,"McLean, Eric","<h3 class=""font-claude-response-body break-words whitespace-normal leading-[1.7]"">Where does gravity originate?&nbsp;</h3>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]"">Newton's gravitational constant G is derived from properties of the proton with no gravitational",Pentagon Physics; Newton; Fine-structure; 600-cell; laplacian; spectral graph theory; quantum gravity; gauge; D4 bridge; so(8); E8; Constants; KSS Bound,,Preprint,cc-by-4.0,https://zenodo.org/records/19766664,figure1.svg; Twin_600Cell_Spectrum (2).xlsx; Gravity_Opus_McLean Final.pdf; figure1.png; twin_600cell_spectrum (1).py
19705712,10.5281/zenodo.19705712,The Fine Structure Constant Is Not a Coupling,2026-04-23,"McLean, Eric","<h2 class=""font-claude-response-body break-words whitespace-normal leading-[1.7]""><strong>&alpha;⁻&sup1; Is Not a Coupling: Four Sectors, One Number, One Geometry</strong></h2>
<h3 class=""font-claude-response-body break-words whitespace-normal leading-[1.7]"">If you genuinely wish to know what the Fi",fine structure constant; alpha; α⁻¹; Pentagon Physics; Gravity; Hubble; binary icosahedral; 600 cell; galois; fuzzy dark matter; pulsar timing array,,Preprint,cc-by-4.0,https://zenodo.org/records/19705712,Fine_Structure_Constant_Is_Not_a_Coupling McLean Final.pdf
19681273,10.5281/zenodo.19681273,Solving Alpha,2026-02,"McLean, Eric","<h2 class=""font-claude-response-body break-words whitespace-normal leading-[1.7]""><strong>Solving Alpha &mdash; Version 5.2</strong> <br><br><strong>The derivation of the fine structure constant, closed from two further directions.</strong></h2>
<p class=""font-claude-response-body break-words whites",fine structure constant; golden ratio; alpha; QED; coherence; self-reference; vacuum polarization; phi; alpha solved; physics; constants,,Preprint,cc-by-4.0,https://zenodo.org/records/19681273,ablation_restricted_results.json; omml_inject.py; build_V5.js; README.md; ablation_B_proper_results.json; Solving_Alpha_V5 McLean Final.pdf; ablation_C_results.json; ablation_permissive_results.json
19666669,10.5281/zenodo.19666669,The Shadows of E = mc² - Deconstructed,2026-04-20,"McLean, Eric","<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]"">E = mc&sup2; is the most recognised equation in physics, yet the deepest question about it is rarely asked: what does it actually say, once the numerical value of c is stripped out and the geometry underneath is exposed",energy; mass; einstein; bohr; pentagon physics; e=mc2; fine structure constant; bridge line; quasicrystal vacuum; 600 Cell; E8,,Preprint,cc-by-4.0,https://zenodo.org/records/19666669,Shadow of e=mc2 McLean Final.pdf
19653779,10.5281/zenodo.19653779,The Four Forces and the Nucleons,2026-04-19,"McLean, Eric","<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]"">This paper re-reads the four fundamental forces from the perspective of the matter they act on. Within the Pentagon Physics framework built on the self-referential axiom &sigma; = 1/(1+&sigma;), the proton is identified",Pentagon Physics; binary icosahedral group; 600 cell; E8; icosian ring; D4 Bridge; gravitational coupling; ℚ(√5),,Preprint,cc-by-4.0,https://zenodo.org/records/19653779,The Four Forces and the Nucleons Mclean Final.pdf
19631647,10.5281/zenodo.19631647,The Lattice Between,2026-04-17,"McLean, Eric","<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]""><strong>Title:</strong> The Lattice Between: The Field, the Photon, and What the Vacuum Is Made Of</p>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]""><strong>Description:</strong></p>
<",Lattice; vacuum; gravity; pentagon physics; photon; casimir; E8; D4 Bridge; 600-cell,,Preprint,cc-by-4.0,https://zenodo.org/records/19631647,The_Lattice_Between_v4 Final mclean.pdf
19629725,10.5281/zenodo.19629725,The Pion Decay Constant Is Derived.,2026-04-17,"McLean, Eric","<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]""><em>The Hadronic Sector of Pentagon Physics: The Pion Decay Constant and the Neutral Pion Lifetime</em></p>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]""><strong>Description:</strong><",pion decay; adler-bell-jackiw; hadronic physics; pentagon physics; goldberger-treiman; mckay; E8; binary icosahedral group; chiral anomaly,,Preprint,cc-by-4.0,https://zenodo.org/records/19629725,The_Pion_Decay_Constant_Is_Derived_v5 Final.pdf; The_Pi0_Lifetime_Is_Derived_v4 Final.pdf
19625431,10.5281/zenodo.19625431,What will MUSE and PRad II Measure?,2026-04-17,"McLean, Eric","<div>
<div class=""mb-1 mt-6 group"">
<div class=""flex flex-col items-end gap-1"">
<div class=""group relative inline-flex gap-2 bg-bg-300 rounded-xl pl-2.5 py-2.5 break-words text-text-100 transition-all max-w-[75ch] flex-col !px-4 max-w-[85%]"">
<div class=""flex flex-row gap-2 relative"">
<div class=""fl",Pentagon Physics; proton charge radius; MUSE; PRad II; 600-cell; galois; probe-independence,,Preprint,cc-by-4.0,https://zenodo.org/records/19625431,What_will_MUSE_and_PRadII_Measure_McLean Final.pdf
19605364,10.5281/zenodo.19605364,Inside the Resonant Cavity,2026-04-16,"McLean, Eric","<h2 class=""text-text-100 mt-3 -mb-1 text-[1.125rem] font-bold"">Inside the Resonant Cavity</h2>
<h3 class=""text-text-100 mt-3 -mb-1 text-[1.125rem] font-bold""><em>What the E₈ Atom Means, How It Builds Itself, and Where the Particles Went</em></h3>
<p class=""font-claude-response-body break-words white",pentagon physics; E8; 600 Cell; deutron; fermi; higgs; meson; phi; self referential,,Preprint,cc-by-4.0,https://zenodo.org/records/19605364,Inside_the_Resonant_Cavity_v15 McLean Final.pdf
19581839,10.5281/zenodo.19581839,The Atom Is E₈,2026-04-14,"McLean, Eric","<div>
<div class=""group"">
<div class=""contents"">
<div class=""group relative relative pb-3"">
<div class=""font-claude-response relative leading-[1.65rem] [&amp;_pre&gt;div]:bg-bg-000/50 [&amp;_pre&gt;div]:border-0.5 [&amp;_pre&gt;div]:border-border-400 [&amp;_.ignore-pre-bg&gt;div]:bg-transparent [&am",atom; E8; 600-Cell; Pentagon Physics; D4 Bridge,,Preprint,cc-by-4.0,https://zenodo.org/records/19581839,Atom_Is_E8_McLean Final.pdf
19571686,10.5281/zenodo.19571686,Spin-Orbit Derived and Explained,2026-04-14,"McLean, Eric","<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]""><strong>Title:</strong> Spin-Orbit Derived and Explained: D₄ Triality in the 600-Cell and the Origin of Nuclear Magic Numbers</p>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]""><strong>",spin-orbit; pentagon physics; D4 Triality; Nuclear Magic Numbers; 600-cell; E8; Lie Algebra; eigenspace; eigenvalue,,Preprint,cc-by-4.0,https://zenodo.org/records/19571686,SpinOrbit_PaperA_v3 (4)Mclean Final.pdf
19557759,10.5281/zenodo.19557759,Einstein and Maxwell Unified,2026-04-13,"McLean, Eric","<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]"">The four forces of nature are four channels of a single transfer matrix.</p>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]"">The root system E₈ decomposes into two 600-cells sharing a 24",Pentagon physics; fisher-rao; Clausius; E8; 600 Cell; QM; QR; Maxwell; Einstein; unification,,Preprint,cc-by-4.0,https://zenodo.org/records/19557759,Einstein_Maxwell_Unified_v12 McLean Final.pdf
19533587,10.5281/zenodo.19533587,Entanglement Does Not Exist,2026-04-12,"McLean, Eric","<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]""><strong>Entanglement Does Not Exist &mdash; It Is 4D Geometry Misread by 3D Observers</strong></p>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]"">Quantum mechanics works perfectly. Ever",600-cell; entanglement; bell's theorem; duality; pentagon physics,,Preprint,cc-by-4.0,https://zenodo.org/records/19533587,Entanglement_Does_Not_Exist McLean Final.pdf
19512740,10.5281/zenodo.19512740,"Two Frameworks, One Metric. One Equation",2026-04-11,"McLean, Eric","<h3 class=""font-claude-response-body break-words whitespace-normal leading-[1.7]"">Two Frameworks, One Metric. One Equation. General Relativity and Quantum Mechanics as Two Readings of a Single Geometry</h3>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]""><strong>Desc",Pentagon physics; General Relativity; Quantum Mechanics; Riemannian; Brody and Hughston; Chentsov; Jacobson; Unification; Schrodinger; Einstein; E8; 600 Cell; McLean,,Preprint,cc-by-4.0,https://zenodo.org/records/19512740,"Two Frameworks,One Metric.One Equation.Mclean Final.pdf"
19510798,10.5281/zenodo.19510798,A Zero-Parameter Derivation of the Ultra-Light Dark Matter Mass,2026-04-11,"McLean, Eric","<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]""><strong>A Zero-Parameter Derivation of the Ultra-Light Dark Matter Mass</strong></p>


<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]""><strong>Results</strong></p>
<p class=""font-claude-",FDM; pentagon physics; galois; lyman-alpha; NanoGrav,,Preprint,cc-by-4.0,https://zenodo.org/records/19510798,FDM_Paper_v7 McLean Final.pdf
19452207,10.5281/zenodo.19452207,"Exotic Masses Predicted - A zero-parameter nuclear mass formula, validated against 51 measured nuclei, applied to 30 unmeasured exotic isotopes",2026-04-07,"McLean, Eric","<p>This paper predicts the masses of 30 exotic isotopes that have never been weighed. The predictions come from a formula with no fitted coefficients. Every constant in the formula is derived from a single equation and the spectral geometry of one polytope. Nothing is tuned to nuclear data.</p>
<p>T",pentagon physics; exotic isotopes; riken; FAIR; FRIB; icosahedral; 600-cell; E8,,Preprint,cc-by-4.0,https://zenodo.org/records/19452207,Exotic_Masses_Predicted_Final Mclean.pdf
19438769,10.5281/zenodo.19438769,The Standard Model Has One Address,2026-04-06,"McLean, Eric","<p><strong>The Standard Model Has One Address</strong> <br><em>SU(3)&times;SU(2)&times;U(1) from the Character Table of 2I</em></p>
<p>The Standard Model of particle physics has 26 free parameters. It does not explain why there are three generations of matter, why the gauge group is SU(3)&times;SU(2",Pentagon Physics; E8; 600 Cell; Standard Model; HIggs; Quarks; 3 Generations; Chirality; gauge group,,Preprint,cc-by-4.0,https://zenodo.org/records/19438769,The_Standard_Model_Has_One_Address_v2 McLeanFinal(10).pdf
19420169,10.5281/zenodo.19420169,The Electron Is the Boundary:  The Gate Between Light and Matter,2026-04-04,"McLean, Eric","<p><strong><span>The Electron Is the Boundary: </span></strong></p>
<p><strong><span>The Gate Between Light and Matter</span></strong></p>
<p><span>Deriving Mass, Charge, and the Fine Structure Constant from a Single Geometric Boundary</span></p>
<p><br>The electron is arguably the most measured par",electron; proton; atom; koide; galois; binary icosahedral; zitterbewgung; pentagon physics; standard model; universal constants,,Preprint,cc-by-4.0,https://zenodo.org/records/19420169,The_Electron_Is_the_Boundary_v28 (1) McLean FInal.pdf
19402611,10.5281/zenodo.19402611,All Fundamental Constants Lie on Two Bridge Lines,2026-04-03,"McLean, Eric","<h2>All Fundamental Constants Lie on Two Bridge Lines</h2>
<p>The gravitational constant G, the Hubble rate H₀, and the cosmological constant &Lambda; span sixty decades of coupling strength. Nothing in standard physics requires them to be related. This paper shows they lie on a single straight line",pentagon physics; fundamental constants; bridge lines; hubble; planck; cosmological; gravitational; fine structure; eigenmode,,Preprint,cc-by-4.0,https://zenodo.org/records/19402611,Fundamental_Constant_Collinearity.pdf; Upper_Lower_Bridge_PP (12) McLean Final.pdf
19365448,10.5281/zenodo.19365448,"α⁻¹ IS THE UNIVERSAL CONVERSION RATE OF Λ, G, H₀",2026-04-01,"McLean, Eric","<h2>&nbsp;&alpha;⁻&sup1; IS THE UNIVERSAL CONVERSION RATE OF &Lambda;, G, H</h2>
<h2><em><span>Three cosmological and gravitational measurements recover the fine structure constant as their common slope, with no electromagnetic input</span></em></h2>


<p>Three of the most precisely measured numbers",pentagon physics; cosmological constant; hubble; gravitational constant; bridge partition; galois; breit-wheeler; dark energy; dirac; overdetermination,,Preprint,cc-by-4.0,https://zenodo.org/records/19365448,"α⁻¹ IS THE UNIVERSAL CONVERSION RATE OF Λ, G, H₀ Final McLean.pdf"
19330871,10.5281/zenodo.19330871,The Origin of the Long-Range Forces,2026-03-30,"McLean, Eric","<h2><strong>The Origin of the Long-Range Forces</strong> </h2>
<h3><em>Why Gravity and Electromagnetism Propagate and the Other Interactions Do Not</em></h3>
<p>Why do gravity and electromagnetism propagate to unlimited distance while the strong and weak interactions do not? The Standard Model has n",Pentagon Physics; long range forces; gravity; 600-cell; eigenvalues; lagrangian,,Preprint,cc-by-4.0,https://zenodo.org/records/19330871,The_Origin_of_the_Long_Range_Forces_McLean Final_2026 (6).pdf
19327153,10.5281/zenodo.19327153,The Free Parameters of Dynamics,2026-03-30,"McLean, Eric","<p><strong>The Free Parameters of Dynamics</strong> <em>What the Lagrangian Chooses and What Chooses the Lagrangian</em></p>


<p>Every physical theory has a hidden layer. It is the set of human choices that connect mathematics to the world: the gauge group, the matter content, the 26 parameters, th",Pentagon physics; numerology; dynamics; time; fine structure constant; lagrangian; gauge group; axiom; self-referential; correspondence,,Preprint,cc-by-4.0,https://zenodo.org/records/19327153,The_Free_Parameters_of_Dynamics_v1 (3) Mclean Final.pdf
19320018,10.5281/zenodo.19320018,The Atom Without Particles,2026-03-29,"McLean, Eric","<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<p><strong>Title:</strong> The Atom Without Particles <br><br><strong>Subtitle:</strong> The Elements are Different Concentrations of Light<br><br><br>For a century, the atom has been described as a small dense nucleus surrounde",pentagon physics; atom; proton; electron; fine structure constant,,Preprint,cc-by-4.0,https://zenodo.org/records/19320018,The_Atom_Without_Particles_v2 Final McLean (1).pdf
19277828,10.5281/zenodo.19277828,The Stellar Fixed Point,2026-03-28,"McLean, Eric","<p><strong>Title:</strong> The Stellar Fixed Point</p>
<p><strong>Subtitle:</strong> How the Proton's Eigenvalues Set the Shape, Peak, and Clock of Stellar Evolution</p>


<p><strong>Description:</strong></p>
<p>This paper derives the shape of the nuclear binding energy curve, the height of its peak",Pentagon Physics; binding energy curve; stellar evolution,,Preprint,cc-by-4.0,https://zenodo.org/records/19277828,The_Stellar_Fixed_Point_v2 (4) McLean Final.pdf
19263439,10.5281/zenodo.19263439,Deriving the Emergence of Hydrogen in the Universe,2026-03-27,"McLean, Eric","<p><strong>Title:</strong> Deriving the Emergence of Hydrogen</p>
<p><strong>Description:</strong></p>
<p>When did the universe first produce stable hydrogen atoms? This paper answers the question forwards, from derived constants, rather than backwards from observations.</p>
<p>Five fundamental cons",pentagon physics; hydrogen; baryon asymmetry; constants; peebles; friedman,,Preprint,cc-by-4.0,https://zenodo.org/records/19263439,Deriving_Emergence_of_Hydrogen_v4 (3) McLean Final.pdf
19250797,10.5281/zenodo.19250797,Plato's Universe - The Complex Shadows from a Simple Geometry,2026-03-27,"McLean, Eric","<h2><strong>Plato's Universe: The Complex Shadows from a Simple Geometry</strong></h2>
<p>And</p>
<h3>Standard Model from the Character Table</h3>
<p><br>Physics has spent a century asking why the universe has the constants it does. Why is gravity so weak? Why are there three generations of matter? ",Pentagon Physics; Constants; Submarine; Standard Model; 600-Cell; Hubble; Protons; Neutrons; Quarks; Eigenvalues; lagrangian,,Other,cc-by-4.0,https://zenodo.org/records/19250797,Platos_Universe_Manifesto McLean Final.pdf; Platos_Universe_McLean Final.pdf
19233350,10.5281/zenodo.19233350,Nuclear Mass Is Derived V2,2026-03-26,"McLean, Eric","<h2><strong>Title:</strong> Nuclear Mass Is Derived - Version 2&nbsp;</h2>
<h3><strong>Description:&nbsp;<br></strong></h3>
<p><strong>The total nuclear mass of 31 nuclides from hydrogen to uranium is computed from a single formula with zero free parameters:</strong></p>
<p>M(Z, N) = Zmₚ + Nmₙ &minu",pentagon physics; nuclear mass; 600-cell; galois; eigenvalues,,Preprint,cc-by-4.0,https://zenodo.org/records/19233350,Nuclear_Mass_All_Elements.pdf; Nuclear_Mass_Is_Derived_v10 (3).pdf; Nuclear_Mass_Composite_Final.pdf
19223786,10.5281/zenodo.19223786,Pentagon Physics Dynamics,2026-03-25,"McLean, Eric","<p><strong>Title:</strong> Pentagon Physics Dynamics<br><br>PAPER and PRESENTATION&nbsp;<br><br><br></p>
<p><strong>Description:</strong></p>
<p>Coupling strengths, mixing angles, and masses are not three separate departments of physics. They are three simultaneous projections of a single self-refer",Pentagon Physics; eigenvalues; galois; 600-cell; Bethe-Weizsacker; nuclear mass,,Preprint,cc-by-4.0,https://zenodo.org/records/19223786,Pentagon_Physics_Dynamics_v6 McLean Final.pdf; Pentagon_Physics_Dynamics_Presentation.pptx  -  Repaired.pdf
19161724,10.5281/zenodo.19161724,BluePrint of the Proton Presentation,2026-03-22,"McLean, Eric","<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<p>The companion presentation to ""The Internal Electrodynamics of the Proton.""</p>
<p>Twenty slides. One equation. The complete visual argument for why the proton is not a bag of particles but a lossless electromagnetic resonator.</p>",Pentagon Physics; proton,,Presentation,cc-by-4.0,https://zenodo.org/records/19161724,The_Blueprint_of_the_Proton (1).pdf
19161545,10.5281/zenodo.19161545,The Internal Electrodynamics of the Proton,2026-03-22,"McLean, Eric","<p><strong><span>The Internal Electrodynamics of the Proton</span></strong></p>
<p><br><br>The three classic puzzles of proton physics are dissolved. The mass paradox vanishes because 100% of the mass is stored electromagnetic energy. The spin crisis vanishes because only 2 of the 6 representation w",proton; pentagon physics; charge radius; axial coupling; neutron charge radius; spin; pressure; gravity,,Preprint,cc-by-4.0,https://zenodo.org/records/19161545,Internal_Electrodynamics_Proton_v7 Final McLean.pdf
19151933,10.5281/zenodo.19151933,Why Matter Persists,2026-03-21,"McLean, Eric","<p>Why Matter Persists: Stability, Basins, and the Cost of Unwinding</p>
<h2>Description</h2>
<p><strong>You used to be light.</strong> Every atom in your body was once massless energy travelling at the speed of light. At some point it stopped, became matter, and stayed that way. The question is: wh",Higgs; pentagon physics; galois; D4; Gauge Group; constants,,Preprint,cc-by-4.0,https://zenodo.org/records/19151933,Why_Matter_Persists_v3_2 Final McLean.pdf
19147058,10.5281/zenodo.19147058,The Gauge Group Is D₄  :  How one equation produces the three forces of nature,2026-03-21,"McLean, Eric","<h2>Title</h2>
<p>The Gauge Group Is D₄: How One Equation Produces the Three Forces of Nature</p>
<p><strong>The Standard Model gauge group SU(3) &times; SU(2) &times; U(1) has been postulated for fifty years. No generally accepted derivation from first principles exists. This paper derives the pare",Pentagon Physics; gauge group; SO(8); 24-Cell; Galois; Phi; self-reference,,Preprint,cc-by-4.0,https://zenodo.org/records/19147058,The_Gauge_Group_Is_D4_v2 (4) McLean Final.pdf
19135102,10.5281/zenodo.19135102,Majorana Neutrino Masses Derived,2026-03-20,"McLean, Eric","<h2><br>This paper derives the Neutrino masses&nbsp;</h2>
<p><br>The atmospheric mixing angle sin&sup2;&theta;₂₃ = 3/(2&phi;&sup2;) connects two published results: the charged lepton Koide parameter Q = 2/3 and the neutrino Koide parameter Q(&nu;) = 1/&phi;&sup2;. The identity is algebraically exact",pentagon physics; neutrino; koide; leptons; 600-cell,,Preprint,cc-by-4.0,https://zenodo.org/records/19135102,Majorana_Neutrino_Masses_Derived_v5 McLean Final.pdf
19125869,10.5281/zenodo.19125869,The Schrödinger equation as self-referential flow on the 600-cell,2026-03-20,"McLean, Eric","<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<p><strong>Titles:</strong> Why Schr&ouml;dinger&nbsp; &nbsp;-&nbsp; The Schr&ouml;dinger equation as self-referential flow on the 600-cell</p>
<p><strong>Description:</strong></p>
<p>The Schr&ouml;dinger equation is the dynamical law",Schrödinger equation; born; 600-cell; Gleason's theorem; pentagon physics,,Preprint,cc-by-4.0,https://zenodo.org/records/19125869,Why_Schrodinger_v3 (2) McLean Final.pdf
19115512,10.5281/zenodo.19115512,"Friedmann dynamics from the action that derives α, G, and Λ",2026-03-19,"McLean, Eric","<p><strong>Title:</strong> De Sitter Is Prevented</p>
<p><strong>Subtitle:</strong> Friedmann dynamics from the action that derives &alpha;, G, and &Lambda;</p>
<p><strong>Description:</strong></p>
<p>The Friedmann constraint surface &Omega;_m + &Omega;_&Lambda; = 1 is a probability simplex. Placing",cosmological constant; Friedman; fisher-rao; DESI; Pentagon Physics,,Preprint,cc-by-4.0,https://zenodo.org/records/19115512,De_Sitter_Is_Prevented_v3 (2) McLean Final.pdf
19109667,10.5281/zenodo.19109667,Why Gravity Couples to Mass - Presentation Companion,2026-03-19,"McLean, Eric","<h2><strong>Title:</strong> Why Gravity Couples to Mass &mdash; Companion Presentation</h2>
<h3><strong>Description:</strong></h3>
<p>Companion slide deck to the paper ""Why Gravity Couples to Mass"" (doi:10.5281/zenodo.19109094).</p>
<p>15 slides. No free parameters. No apologies.</p>
<p>For three ce",Gravity; Pentagon Physics; presentation,,Presentation,cc-by-4.0,https://zenodo.org/records/19109667,Why_Gravity_Couples_to_Mass (3).pdf
19109094,10.5281/zenodo.19109094,Why Gravity Couples to Mass,2026-03-19,"McLean, Eric","<p>This is a Physics Breakthrough</p>
<h2>Why Gravity Couples to Mass &mdash; Why electromagnetism and gravity obey different coupling rules.</h2>
<h3>For over three centuries, nobody has been able to explain why gravity has the strength it does. Newton measured it. Einstein described what it does. ",Pentagon physics; phi; constants; gravity; equivalence; galois; confinement,,Preprint,cc-by-4.0,https://zenodo.org/records/19109094,Why_Gravity_Couples_to_Mass_v3 McLean Final.pdf
19100930,10.5281/zenodo.19100930,Gravity from Confinement,2026-03-18,"McLean, Eric","<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<h2><strong>Title:</strong> Gravity from Confinement</h2>
<h3><strong>Subtitle:</strong> Gravity as the electromagnetic residual of confined light</h3>
<p><strong>Description:</strong></p>
<p>There is only one force.</p>
<p>Inside the",Pentagon Physics; laplacian eigenvalues; gravity; constants; 600-cell; confinement; spectral graph theory,,Preprint,cc-by-4.0,https://zenodo.org/records/19100930,Gravity_from_Confinement_v3 (3) FInal McLean.pdf
